bf_cc,bf_bb,bf_qx,bf_zf,cc_bb,cc_qx,cc_zf,bb_qx,bb_zf,qx_zf
210.0,87.0,632.29,-26.0,106.0,651.29,-7.0,578.29,-80.0,-302.0
211.0,88.0,631.3,-25.0,106.0,649.3,-7.0,576.3,-80.0,-306.01
211.0,88.0,616.76,-30.0,106.0,634.76,-12.0,561.76,-85.0,-305.0
136.0,253.0,667.84,135.0,347.0,761.84,229.0,447.84,-85.0,-305.0
136.0,248.0,662.84,130.0,342.0,756.84,224.0,442.84,-90.0,-310.0
135.0,247.0,661.84,129.0,342.0,756.84,224.0,767.84,235.0,-281.8
135.0,240.0,632.82,124.0,335.0,727.82,219.0,738.82,230.0,-286.8
135.0,240.0,632.82,-41.0,335.0,727.82,54.0,738.82,65.0,-451.8
135.0,233.0,629.82,-46.0,328.0,724.82,49.0,735.82,60.0,-456.8
135.0,-156.0,600.81,-51.0,-61.0,695.81,44.0,953.81,302.0,-433.75
134.0,231.0,597.81,-52.0,327.0,693.81,44.0,754.81,105.0,-433.75
134.0,231.0,567.81,-182.0,327.0,663.81,-86.0,724.81,-25.0,-492.47
-13.0,84.0,418.83,-339.0,327.0,661.83,-96.0,722.83,-35.0,-502.47
-13.0,84.0,417.82,-339.0,327.0,660.82,-96.0,721.82,-35.0,-502.47
-13.0,79.0,389.81,-344.0,322.0,632.81,-101.0,623.81,-110.0,-507.47
-370.0,-354.0,388.26,-359.0,204.0,946.26,199.0,889.26,142.0,-522.47
-370.0,104.0,388.25,-369.0,662.0,946.25,189.0,317.25,-440.0,-532.47
-370.0,104.0,388.25,-374.0,662.0,946.25,184.0,317.25,-445.0,-537.47
-370.0,-359.0,388.25,-389.0,199.0,946.25,169.0,937.25,160.0,-552.47
-221.0,-211.0,534.23,-240.0,198.0,943.23,169.0,934.23,160.0,-458.6
-221.0,-211.0,505.24,-240.0,198.0,914.24,169.0,905.24,160.0,-425.76
-220.0,-212.0,506.24,-239.0,196.0,914.24,169.0,905.24,160.0,-425.76
-220.0,-212.0,498.22,-234.0,196.0,906.22,174.0,897.22,165.0,-405.09
-246.0,-150.0,495.23,-240.0,416.0,1061.23,326.0,658.23,-77.0,-392.15
-246.0,-155.0,492.21,-240.0,411.0,1058.21,326.0,892.21,160.0,-394.13
-246.0,-155.0,466.2,-240.0,411.0,1032.2,326.0,866.2,160.0,-394.13
-247.0,-156.0,462.21,-241.0,411.0,1029.21,326.0,863.21,160.0,-394.14
-247.0,-161.0,461.18,-201.0,406.0,1028.18,366.0,739.18,77.0,-356.14
-394.0,-308.0,307.16,-348.0,406.0,1021.16,366.0,845.16,190.0,-358.12
-462.0,-376.0,232.14,-416.0,406.0,1014.14,366.0,837.14,189.0,-358.12
-462.0,-376.0,224.12,-416.0,406.0,1006.12,366.0,829.12,189.0,-360.1
-428.0,-342.0,251.1,-382.0,406.0,999.1,366.0,822.1,189.0,-360.1
-418.0,-332.0,261.1,-372.0,406.0,999.1,366.0,822.1,189.0,-360.1
-346.0,-260.0,337.06,-330.0,406.0,1003.06,336.0,826.06,159.0,-392.11
-423.0,-258.0,261.06,-405.0,442.0,961.06,295.0,546.06,-120.0,-393.11
-457.0,-292.0,227.05,-334.0,442.0,961.05,400.0,546.05,-15.0,-290.11
-458.0,-204.0,226.05,-325.0,531.0,961.05,410.0,469.05,-82.0,-278.11
-458.0,-204.0,226.08,-325.0,531.0,961.08,410.0,469.08,-82.0,-169.13
-592.0,-377.0,85.05,-464.0,492.0,954.05,405.0,808.05,259.0,-204.02
-592.0,-384.0,77.03,-454.0,485.0,946.03,415.0,800.03,269.0,-197.0
-592.0,-384.0,69.01,-454.0,485.0,938.01,415.0,792.01,269.0,-199.0
-592.0,-338.0,68.0,-454.0,531.0,937.0,415.0,621.0,99.0,-200.0
-593.0,-339.0,66.0,-455.0,531.0,936.0,415.0,780.0,259.0,-200.0
-314.0,-447.0,102.45,-437.0,359.0,908.45,369.0,922.45,383.0,-397.01
-521.0,-654.0,-52.69,-619.0,359.0,960.31,394.0,904.31,338.0,-373.99
-487.0,-546.0,-18.68,-585.0,433.0,960.32,394.0,551.32,-15.0,-375.97
-518.0,-577.0,-49.69,-436.0,433.0,960.31,574.0,551.31,165.0,-386.3
-568.0,-481.0,60.0,-486.0,579.0,1120.0,574.0,1063.0,517.0,-391.03
-568.0,-481.0,60.0,-486.0,579.0,1120.0,574.0,655.0,109.0,-394.32
-664.0,-577.0,-17.01,-567.0,579.0,1138.99,589.0,673.99,124.0,-386.35
-710.0,-623.0,102.0,-558.0,579.0,1304.0,644.0,829.0,169.0,-338.36
-710.0,-623.0,102.0,-558.0,579.0,1304.0,644.0,833.0,173.0,-338.36
-710.0,-503.0,102.0,-563.0,699.0,1304.0,639.0,330.0,-335.0,-349.39
-664.0,-372.0,148.0,-517.0,784.0,1304.0,639.0,725.0,60.0,-352.37
-665.0,-296.0,147.0,-408.0,861.0,1304.0,749.0,725.0,170.0,-327.1
-437.0,-447.0,-5.0,-559.0,204.0,646.0,92.0,674.0,120.0,-328.1
-437.0,-447.0,-5.0,-559.0,204.0,646.0,92.0,669.0,115.0,-329.13
-394.0,-404.0,73.8,-466.0,204.0,681.8,142.0,704.8,165.0,-307.12
-394.0,-405.0,126.0,-451.0,203.0,734.0,157.0,699.0,122.0,-294.11
-395.0,-416.0,124.0,-457.0,193.0,733.0,152.0,698.0,117.0,-300.11
-395.0,-406.0,124.0,-457.0,203.0,733.0,152.0,698.0,117.0,-302.13
-395.0,-416.0,124.0,-457.0,193.0,733.0,152.0,698.0,117.0,-529.8
-395.0,-405.0,124.0,-457.0,204.0,733.0,152.0,693.0,112.0,-529.8
-271.0,-405.0,124.0,-457.0,128.0,657.0,76.0,683.0,102.0,-529.8
-271.0,-415.0,117.02,-457.0,118.0,650.02,76.0,681.02,107.0,-529.8
-271.0,-415.0,116.02,-457.0,118.0,649.02,76.0,675.02,102.0,-376.35
-130.0,-327.0,255.02,-316.0,65.0,647.02,76.0,678.02,107.0,-529.8
-44.0,-241.0,341.02,-230.0,65.0,647.02,76.0,672.02,101.0,-529.8
-45.0,-242.0,562.0,-231.0,65.0,869.0,76.0,894.0,101.0,-376.38
-136.0,-281.0,471.0,-432.0,117.0,869.0,-34.0,849.0,-54.0,-486.38
-137.0,-328.0,461.98,-323.0,71.0,860.98,76.0,884.98,100.0,-378.41
-139.0,-330.0,451.96,-325.0,71.0,852.96,76.0,822.96,46.0,-380.44
-484.0,-329.0,444.94,-324.0,293.0,1066.94,298.0,814.94,46.0,-380.43
-557.0,-402.0,364.92,-397.0,293.0,1059.92,298.0,807.92,46.0,-382.46
-559.0,-404.0,355.9,-399.0,293.0,1052.9,298.0,800.9,46.0,-382.48
-556.0,-401.0,358.9,-396.0,293.0,1052.9,298.0,800.9,46.0,-382.48
-556.0,-401.0,350.88,-396.0,293.0,1044.88,298.0,792.88,46.0,-384.5
-556.0,-401.0,343.86,-396.0,293.0,1037.86,298.0,829.86,90.0,-389.52
-483.0,-328.0,393.88,-323.0,293.0,1014.88,298.0,752.88,36.0,-389.52
-525.0,-370.0,343.86,-365.0,293.0,1006.86,298.0,744.86,36.0,-391.54
-526.0,-372.0,334.84,-366.0,292.0,998.84,298.0,795.84,95.0,-391.55
-526.0,-372.0,327.82,-366.0,292.0,991.82,298.0,777.82,84.0,-391.57
-601.0,-447.0,245.8,-441.0,292.0,984.8,298.0,770.8,84.0,-393.59
-601.0,-447.0,238.78,-441.0,292.0,977.78,298.0,763.78,84.0,-391.56
-597.0,-443.0,242.78,-447.0,292.0,977.78,288.0,763.78,74.0,-401.56
-477.0,-323.0,362.78,-327.0,292.0,977.78,288.0,763.78,74.0,-401.56
-734.0,-448.0,241.81,-457.0,290.0,979.81,281.0,728.81,30.0,-411.59
-947.0,-661.0,26.81,-890.0,290.0,977.81,61.0,726.81,-190.0,-633.61
-807.0,-521.0,164.79,-530.0,290.0,975.79,281.0,763.79,69.0,-415.59
-734.0,-448.0,235.79,-457.0,290.0,973.79,281.0,781.79,89.0,-415.61
-610.0,-329.0,330.79,-338.0,285.0,944.79,276.0,752.79,84.0,-429.63
-555.0,-279.0,382.8,-603.0,280.0,941.8,-44.0,752.8,-233.0,-772.62
-518.0,-242.0,416.8,-566.0,280.0,938.8,-44.0,749.8,-233.0,-744.64
-329.0,-246.0,213.0,-153.0,265.0,724.0,358.0,661.0,295.0,-303.44
-329.0,-246.0,211.02,-158.0,265.0,722.02,353.0,659.02,290.0,-197.1
-413.0,-333.0,124.02,-245.0,291.0,748.02,379.0,659.02,290.0,-197.1
-324.0,-244.0,183.02,-391.0,291.0,718.02,144.0,527.02,-47.0,-394.13
-422.0,-342.0,78.0,-494.0,291.0,711.0,139.0,520.0,-52.0,-437.1
-484.0,-405.0,16.0,-561.0,290.0,711.0,134.0,520.0,-57.0,-442.1
-330.0,-251.0,167.02,-407.0,290.0,708.02,134.0,517.02,-57.0,-337.0
-330.0,-253.0,165.02,-407.0,288.0,706.02,134.0,515.02,-57.0,-338.98
-494.0,-418.0,0.01,-561.0,287.0,705.01,144.0,514.01,-47.0,-329.99
-530.0,-454.0,-37.98,-597.0,287.0,703.02,144.0,454.02,-105.0,-331.75
-530.0,-454.0,-12.0,-597.0,287.0,729.0,144.0,479.0,-106.0,-333.75
-495.0,-516.0,75.53,-562.0,190.0,781.53,144.0,692.53,55.0,-336.99
-658.0,-679.0,2.71,-725.0,190.0,871.71,144.0,782.71,55.0,-337.0
-666.0,-680.0,-117.47,-830.0,181.0,743.53,31.0,662.53,-50.0,-445.0
-712.0,-725.0,-163.47,-876.0,182.0,743.53,31.0,662.53,-50.0,-470.76
-773.0,-786.0,-217.0,-937.0,182.0,751.0,31.0,570.0,-150.0,-473.76
-670.0,-683.0,-114.0,-624.0,182.0,751.0,241.0,570.0,60.0,-263.77
-676.0,-689.0,-120.0,-630.0,182.0,751.0,241.0,570.0,60.0,-263.77
-733.0,-648.0,-162.85,-687.0,280.0,765.15,241.0,574.15,50.0,-264.78
-733.0,-648.0,-144.42,-687.0,280.0,783.58,241.0,592.58,50.0,-266.8
-676.0,-520.0,-94.44,-630.0,351.0,776.56,241.0,496.56,-39.0,-268.78
-693.0,-546.0,-125.48,-647.0,342.0,762.52,241.0,482.52,-39.0,-271.78
-384.0,-222.0,182.5,-332.0,286.0,690.5,176.0,475.5,-39.0,-356.7
-524.0,-371.0,205.94,-472.0,277.0,853.94,176.0,581.94,-96.0,-357.96
-513.0,-351.0,215.93,-461.0,286.0,852.93,176.0,580.93,-96.0,-665.6
-513.0,-351.0,213.94,-471.0,286.0,850.94,166.0,578.94,-106.0,-676.6
-391.0,-229.0,327.6,-349.0,286.0,842.6,166.0,570.6,-106.0,-584.94
-398.0,-240.0,200.99,-356.0,282.0,722.99,166.0,450.99,-106.0,-404.73
-400.0,-242.0,196.01,-358.0,282.0,720.01,166.0,448.01,-106.0,-405.74
-448.0,-290.0,144.03,-406.0,282.0,716.03,166.0,444.03,-106.0,-407.76
-448.0,-290.0,141.03,-406.0,282.0,713.03,166.0,441.03,-106.0,-407.77
-448.0,-290.0,143.03,-411.0,282.0,715.03,161.0,443.03,-111.0,-414.79
-79.0,79.0,510.03,-42.0,282.0,713.03,161.0,441.03,-111.0,-414.8
-359.0,-201.0,230.03,-422.0,282.0,713.03,61.0,441.03,-211.0,-514.8
-409.0,-251.0,179.03,-472.0,282.0,712.03,61.0,440.03,-211.0,-514.8
-82.0,76.0,504.03,-145.0,282.0,710.03,61.0,438.03,-211.0,-516.83
-362.0,-204.0,220.03,-425.0,282.0,706.03,61.0,434.03,-211.0,-518.85
-415.0,-128.0,295.03,-350.0,517.0,940.03,295.0,434.03,-211.0,-518.86
-537.0,-250.0,170.03,-472.0,517.0,937.03,295.0,431.03,-211.0,-520.88
-537.0,-250.0,167.03,-472.0,517.0,934.03,295.0,428.03,-211.0,-510.76
-421.0,-134.0,280.03,-356.0,517.0,931.03,295.0,425.03,-211.0,-510.75
-518.0,-231.0,183.03,-463.0,517.0,931.03,285.0,425.03,-221.0,-522.78
-503.0,-211.0,198.03,-448.0,514.0,923.03,277.0,425.03,-221.0,-522.78
-463.0,-171.0,255.38,-413.0,514.0,940.38,272.0,442.38,-226.0,-525.75
-464.0,-177.0,254.38,-419.0,509.0,940.38,267.0,442.38,-231.0,-494.35
-225.0,62.0,485.36,-185.0,509.0,932.36,262.0,426.36,-244.0,-536.75
-416.0,-134.0,294.36,-376.0,504.0,932.36,262.0,434.36,-236.0,-536.75
-416.0,-134.0,160.75,-376.0,504.0,798.75,262.0,300.75,-236.0,-535.75
-525.0,-243.0,51.75,-490.0,504.0,798.75,257.0,300.75,-241.0,-540.75
-355.0,-109.0,595.33,-200.0,468.0,1172.33,377.0,815.33,20.0,-420.75
-356.0,-110.0,570.76,-201.0,468.0,1148.76,377.0,791.76,20.0,-478.08
-351.0,-110.0,563.73,-201.0,243.0,916.73,152.0,784.73,20.0,-481.93
-510.0,-269.0,396.7,-360.0,243.0,908.7,152.0,776.7,20.0,-481.93
-804.0,-563.0,94.67,-649.0,243.0,900.67,157.0,768.67,25.0,-484.0
-449.0,-208.0,442.64,-294.0,243.0,893.64,157.0,723.64,-13.0,-494.3
-75.0,166.0,809.62,80.0,243.0,886.62,157.0,716.62,-13.0,-495.3
-575.0,-334.0,295.58,-420.0,243.0,872.58,157.0,692.58,-23.0,-486.0
-427.0,-150.0,435.56,-272.0,279.0,864.56,157.0,693.56,-14.0,-489.0
-427.0,-150.0,726.24,-182.0,279.0,1155.24,247.0,967.24,59.0,-401.0
-1175.0,-905.0,-312.44,-855.0,272.0,864.56,322.0,630.56,88.0,-333.04
-1175.0,-898.0,35.0,-855.0,279.0,1212.0,322.0,978.0,88.0,-340.04
-820.0,-805.0,34.99,-855.0,227.0,1066.99,177.0,849.99,-40.0,-343.28
-820.0,-570.0,34.98,-870.0,462.0,1066.98,162.0,844.98,-60.0,-387.02
-822.0,-617.0,32.98,-872.0,417.0,1066.98,162.0,839.98,-65.0,-389.0
-825.0,-575.0,29.98,-875.0,462.0,1066.98,162.0,838.98,-66.0,-395.04
-826.0,-612.0,28.98,-876.0,426.0,1066.98,162.0,838.98,-66.0,-395.04
-846.0,-632.0,8.98,-896.0,426.0,1066.98,162.0,838.98,-66.0,-401.06
-848.0,-598.0,-107.8,-898.0,462.0,952.2,162.0,526.2,-264.0,-410.06
-846.0,-596.0,-105.8,-896.0,462.0,952.2,162.0,526.2,-264.0,-419.02
-846.0,-631.0,-105.8,-631.0,427.0,952.2,427.0,526.2,1.0,-163.03
-847.0,-597.0,-106.8,-632.0,462.0,952.2,427.0,516.2,-9.0,-172.03
-620.0,-571.0,-80.8,-606.0,428.0,918.2,393.0,506.2,-19.0,-196.07
-621.0,-572.0,-81.8,-512.0,428.0,918.2,488.0,506.2,76.0,-108.09
-619.0,-570.0,-79.8,-510.0,428.0,918.2,488.0,506.2,76.0,-117.12
-619.0,-570.0,-79.8,-510.0,428.0,918.2,488.0,498.2,68.0,-120.11
-620.0,-571.0,-80.8,-511.0,428.0,918.2,488.0,506.2,76.0,-129.11
-620.0,-571.0,-80.8,-866.0,428.0,918.2,133.0,505.2,-280.0,-494.11
-620.0,-571.0,-80.8,-866.0,428.0,918.2,133.0,505.2,-280.0,-516.09
-620.0,-571.0,-80.8,-551.0,428.0,918.2,448.0,505.2,35.0,-209.11
-619.0,-570.0,-79.8,-515.0,428.0,918.2,483.0,500.2,65.0,-174.11
-619.0,-501.0,-79.8,-510.0,497.0,918.2,488.0,500.2,70.0,-178.11
-619.0,-501.0,-79.8,-510.0,497.0,918.2,488.0,500.2,70.0,-179.14
-620.0,-405.0,-80.8,-511.0,594.0,918.2,488.0,421.2,-9.0,-187.16
-617.0,-404.0,-79.8,-510.0,460.0,784.2,354.0,421.2,-9.0,-196.2
-618.0,-405.0,-80.8,-671.0,460.0,784.2,194.0,411.2,-179.0,-363.16
-617.0,-404.0,-79.8,-730.0,460.0,784.2,134.0,420.2,-230.0,-423.16
-617.0,-404.0,-79.8,-730.0,460.0,784.2,134.0,409.2,-241.0,-448.21
-617.0,-404.0,-79.8,-730.0,460.0,784.2,134.0,409.2,-241.0,-456.22
-617.0,-230.0,-79.8,-720.0,634.0,784.2,144.0,324.2,-316.0,-446.22
-617.0,-231.0,-79.8,-670.0,633.0,784.2,194.0,324.2,-266.0,-410.29
-617.0,-231.0,-79.8,-670.0,633.0,784.2,194.0,314.2,-276.0,-417.3
-617.0,-231.0,-79.8,-670.0,633.0,784.2,194.0,314.2,-276.0,-425.33
-617.0,-231.0,-79.8,-670.0,633.0,784.2,194.0,314.2,-276.0,-433.36
-617.0,-231.0,-79.8,-695.0,633.0,784.2,169.0,314.2,-301.0,-463.03
-409.0,205.0,128.2,-492.0,861.0,784.2,164.0,150.2,-470.0,-471.38
-259.0,242.0,165.2,-450.0,826.0,749.2,134.0,140.2,-475.0,-466.38
-260.0,240.0,164.2,-451.0,825.0,749.2,134.0,150.2,-465.0,-475.39
-297.0,202.0,606.07,-488.0,824.0,1228.07,134.0,624.07,-470.0,-479.07
-278.0,221.0,625.06,-469.0,824.0,1228.06,134.0,629.06,-465.0,-485.02
-278.0,220.0,624.99,-469.0,823.0,1227.99,134.0,628.99,-465.0,-495.1
-177.0,321.0,725.99,-373.0,823.0,1227.99,129.0,629.99,-469.0,-504.09
-178.0,45.0,724.99,-374.0,548.0,1227.99,129.0,781.99,-317.0,-532.11
-266.0,-44.0,566.99,-462.0,547.0,1157.99,129.0,711.99,-317.0,-539.0
-263.0,-53.0,566.99,-462.0,512.0,1131.99,103.0,707.99,-321.0,-540.99
-264.0,-45.0,564.99,-463.0,521.0,1130.99,103.0,701.99,-326.0,-543.99
-265.0,-56.0,563.0,-464.0,511.0,1130.0,103.0,723.0,-304.0,-546.99
-264.0,-56.0,563.99,-463.0,510.0,1129.99,103.0,713.99,-313.0,-548.0
-265.0,-58.0,561.01,-464.0,509.0,1128.01,103.0,721.01,-304.0,-553.0
-265.0,-58.0,88.0,-464.0,509.0,655.0,103.0,249.0,-303.0,-445.53
-267.0,-262.0,556.0,-466.0,307.0,1125.0,103.0,822.0,-200.0,-558.0
-264.0,-56.0,439.01,-463.0,510.0,1005.01,103.0,702.01,-200.0,-559.98
-265.0,118.0,436.03,-434.0,685.0,1003.03,133.0,595.03,-275.0,-537.99
-267.0,118.0,435.03,-434.0,662.0,979.03,110.0,594.03,-275.0,-537.0
-266.0,-56.0,436.03,-433.0,487.0,979.03,110.0,593.03,-276.0,-537.0
-266.0,-56.0,434.02,-433.0,487.0,977.02,110.0,587.02,-280.0,-538.02
-265.0,-55.0,433.02,-432.0,487.0,975.02,110.0,536.02,-329.0,-540.0
-267.0,-57.0,430.02,-434.0,487.0,974.02,110.0,579.02,-285.0,-542.02
-267.0,-58.0,430.02,-434.0,486.0,974.02,110.0,625.02,-239.0,-544.02
-267.0,-58.0,425.02,-434.0,486.0,969.02,110.0,630.02,-229.0,-548.04
-265.0,-56.0,427.0,-432.0,486.0,969.0,110.0,625.0,-234.0,-548.04
-268.0,-59.0,391.02,-435.0,486.0,936.02,110.0,587.02,-239.0,-574.03
-281.0,-73.0,375.02,-448.0,485.0,933.02,110.0,579.02,-244.0,-574.03
-281.0,-74.0,374.02,-448.0,484.0,932.02,110.0,588.02,-234.0,-550.06
-281.0,-74.0,372.01,-448.0,484.0,930.01,110.0,586.01,-234.0,-550.06
-281.0,-74.0,370.01,-448.0,484.0,928.01,110.0,587.01,-231.0,-548.58
-281.0,-74.0,367.99,-448.0,484.0,925.99,110.0,584.99,-231.0,-548.58
-288.0,-74.0,365.99,-448.0,434.0,873.99,60.0,585.99,-228.0,-548.59
-402.0,-189.0,248.99,-562.0,433.0,870.99,60.0,582.99,-228.0,-550.59
-402.0,-189.0,248.98,-562.0,433.0,870.98,60.0,582.98,-228.0,-550.59
-290.0,-78.0,356.97,-450.0,432.0,866.97,60.0,578.97,-228.0,-537.0
-288.0,-76.0,358.97,-448.0,432.0,866.97,60.0,578.97,-228.0,-537.0
-288.0,-76.0,101.56,-448.0,432.0,609.56,60.0,362.56,-187.0,-538.98
-281.0,-76.0,101.56,-448.0,412.0,589.56,40.0,362.56,-187.0,-502.71
-271.0,-66.0,210.09,-438.0,412.0,688.09,40.0,461.09,-187.0,-502.71
-271.0,-66.0,210.08,-438.0,412.0,688.08,40.0,461.08,-187.0,-489.52
-347.0,-143.0,133.08,-514.0,411.0,687.08,40.0,473.08,-174.0,-489.52
-347.0,-143.0,132.07,-519.0,411.0,686.07,35.0,472.07,-179.0,-494.52
-339.0,-135.0,140.07,-506.0,411.0,686.07,40.0,472.07,-174.0,-489.52
-339.0,-135.0,116.16,-576.0,411.0,662.16,-30.0,448.16,-244.0,-559.52
-339.0,-135.0,114.14,-576.0,411.0,660.14,-30.0,446.14,-244.0,-603.73
-279.0,32.0,182.13,-508.0,441.0,591.13,-99.0,446.13,-244.0,-604.73
-279.0,-68.0,181.13,-508.0,341.0,590.13,-99.0,444.13,-245.0,-604.73
-362.0,-151.0,98.13,-566.0,341.0,590.13,-74.0,440.13,-224.0,-579.73
-362.0,-151.0,98.13,-566.0,341.0,590.13,-74.0,435.13,-229.0,-579.73
-362.0,-151.0,98.13,-566.0,341.0,590.13,-74.0,440.13,-224.0,-579.73
-396.0,-186.0,64.13,-600.0,340.0,590.13,-74.0,440.13,-224.0,-579.73
-396.0,-186.0,139.44,-600.0,340.0,665.44,-74.0,515.44,-224.0,-579.73
-396.0,-186.0,139.44,-600.0,340.0,665.44,-74.0,515.44,-224.0,-579.73
-396.0,-186.0,139.43,-600.0,340.0,665.43,-74.0,514.43,-225.0,-579.73
-396.0,-254.0,139.43,-600.0,272.0,665.43,-74.0,520.43,-219.0,-579.73
-520.0,-254.0,137.43,-695.0,271.0,662.43,-170.0,517.43,-315.0,-674.73
-520.0,-187.0,135.45,-480.0,338.0,660.45,45.0,339.45,-276.0,-461.75
-559.0,-226.0,98.4,-664.0,338.0,662.4,-100.0,341.4,-421.0,-606.75
-621.0,-305.0,32.47,-721.0,321.0,658.47,-95.0,509.47,-244.0,-601.75
-621.0,-202.0,32.47,-581.0,424.0,658.47,45.0,287.47,-326.0,-461.75
-621.0,-202.0,30.45,-581.0,424.0,656.45,45.0,285.45,-326.0,-461.75
-621.0,-202.0,30.45,-581.0,424.0,656.45,45.0,416.45,-195.0,-463.74
-621.0,-355.0,90.82,-441.0,271.0,716.82,185.0,476.82,-55.0,-324.74
-756.0,-490.0,-102.5,-576.0,271.0,658.5,185.0,417.5,-56.0,-327.74
-756.0,-490.0,-102.5,-576.0,271.0,658.5,185.0,417.5,-56.0,-329.74
-756.0,-408.0,-102.5,-576.0,353.0,658.5,185.0,337.5,-136.0,-331.76
-528.0,-314.0,-8.5,-527.0,341.0,646.5,128.0,337.5,-181.0,-379.76
-566.0,-352.0,-46.51,-565.0,341.0,646.49,128.0,383.49,-135.0,-382.76
-566.0,-352.0,-46.5,-565.0,341.0,646.5,128.0,383.5,-135.0,-384.76
-566.0,-352.0,-46.51,-565.0,341.0,646.49,128.0,383.49,-135.0,-387.76
-566.0,-352.0,-46.5,-565.0,341.0,646.5,128.0,407.5,-111.0,-390.76
-602.0,-388.0,-82.5,-556.0,341.0,646.5,173.0,407.5,-66.0,-345.76
-602.0,-388.0,-82.5,-556.0,341.0,646.5,173.0,382.5,-91.0,-346.76
-566.0,-352.0,-46.5,-520.0,341.0,646.5,173.0,372.5,-101.0,-349.76
-489.0,-336.0,-30.51,-504.0,343.0,648.49,175.0,372.49,-101.0,-351.76
-489.0,-336.0,57.66,-504.0,343.0,736.66,175.0,469.66,-92.0,-354.76
-472.0,-319.0,72.66,-487.0,343.0,734.66,175.0,499.66,-60.0,-334.84
-472.0,-319.0,71.65,-487.0,343.0,733.65,175.0,498.65,-60.0,-357.74
-547.0,-394.0,-4.36,-562.0,343.0,732.64,175.0,464.64,-93.0,-359.74
-547.0,-394.0,-4.37,-562.0,343.0,732.63,175.0,463.63,-94.0,-360.74
-478.0,-325.0,64.64,-493.0,343.0,732.64,175.0,463.64,-94.0,-359.75
-478.0,-325.0,63.63,-493.0,343.0,731.63,175.0,425.63,-131.0,-362.75
-478.0,-330.0,62.62,-523.0,338.0,730.62,145.0,500.62,-85.0,-394.75
-206.0,-58.0,334.61,-256.0,338.0,730.61,140.0,423.61,-167.0,-353.73
-394.0,-60.0,333.61,-352.0,339.0,732.61,47.0,423.61,-262.0,-450.71
-540.0,-206.0,-4.25,-498.0,339.0,540.75,47.0,269.75,-224.0,-450.71
-540.0,-303.0,-3.25,-503.0,242.0,541.75,42.0,405.75,-94.0,-457.69
-511.0,-274.0,25.75,-474.0,242.0,541.75,42.0,308.75,-191.0,-457.69
-392.0,-155.0,144.75,-355.0,242.0,541.75,42.0,308.75,-191.0,-453.73
-547.0,-310.0,-10.25,-510.0,242.0,541.75,42.0,308.75,-191.0,-453.73
-547.0,-310.0,52.32,-410.0,242.0,604.32,142.0,371.32,-91.0,-318.7
-392.0,-63.0,242.67,-225.0,334.0,639.67,172.0,503.67,36.0,-434.0
-522.0,-193.0,144.44,-295.0,334.0,671.44,232.0,437.44,-2.0,-375.0
-522.0,-226.0,260.0,-300.0,301.0,787.0,227.0,545.0,-15.0,-444.44
-522.0,-226.0,260.0,-370.0,301.0,787.0,157.0,545.0,-85.0,-514.44
-104.0,-95.0,270.72,-239.0,309.0,674.72,165.0,394.72,-115.0,-449.0
-104.0,-259.0,270.71,-244.0,145.0,674.71,160.0,530.71,16.0,-327.27
-104.0,-259.0,270.7,-404.0,145.0,674.7,0.0,530.7,-144.0,-484.81
-104.0,-204.0,-35.0,-404.0,200.0,369.0,0.0,224.0,-145.0,-354.46
-104.0,-254.0,26.2,-409.0,150.0,430.2,-5.0,286.2,-149.0,-359.46
32.0,-24.0,207.0,-273.0,244.0,475.0,-5.0,255.0,-225.0,-342.0
240.0,288.0,415.0,-65.0,348.0,475.0,-5.0,255.0,-225.0,-342.0
150.0,-5.0,322.01,-160.0,145.0,472.01,-10.0,328.01,-154.0,-317.01
185.0,232.0,350.99,-135.0,347.0,465.99,-20.0,326.99,-159.0,-403.01
-26.0,10.0,350.99,-180.0,478.0,818.99,288.0,365.99,-165.0,-448.01
-27.0,9.0,349.99,-271.0,478.0,818.99,198.0,365.99,-255.0,-538.01
-28.0,7.0,323.01,-182.0,477.0,793.01,288.0,391.01,-114.0,-448.0
-27.0,-2.0,324.01,-186.0,467.0,793.01,283.0,391.01,-119.0,-453.0
-27.0,4.0,261.19,-186.0,473.0,730.19,283.0,328.19,-119.0,-377.0
-27.0,4.0,261.18,-186.0,473.0,730.18,283.0,328.18,-119.0,-330.1
-27.0,-3.0,261.18,-266.0,466.0,730.18,203.0,295.18,-232.0,-410.1
-27.0,-34.0,259.18,-271.0,435.0,728.18,198.0,340.18,-190.0,-416.1
-27.0,-34.0,231.18,-281.0,435.0,700.18,188.0,302.18,-210.0,-424.1
-27.0,-34.0,231.18,-281.0,435.0,700.18,188.0,312.18,-200.0,-424.1
-90.0,-34.0,412.53,-286.0,439.0,885.53,187.0,488.53,-210.0,-695.49
-90.0,-34.0,412.53,-286.0,439.0,885.53,187.0,488.53,-210.0,-695.49
-90.0,-34.0,411.53,-281.0,439.0,884.53,192.0,487.53,-205.0,-690.5
-90.0,-34.0,663.0,-281.0,439.0,1136.0,192.0,1137.0,193.0,-690.51
-90.0,-41.0,663.0,-281.0,432.0,1136.0,192.0,1137.0,193.0,-690.51
-90.0,-41.0,656.28,-471.0,432.0,1129.28,2.0,1130.28,3.0,-883.03
-90.0,-48.0,590.38,-296.0,425.0,1063.38,177.0,1064.38,178.0,-715.06
